HDR,ROLLING SYSTEM DEMAND,
VD,2.02203E+13,30525
VD,2.02203E+13,30549
VD,2.02203E+13,30522
VD,2.02203E+13,30725
VD,2.02203E+13,30768
VD,2.02203E+13,30837
VD,2.02203E+13,30908
VD,2.02203E+13,31066
VD,2.02203E+13,30932
VD,2.02203E+13,31095
VD,2.02203E+13,31267
VD,2.02203E+13,31528
VD,2.02203E+13,31758
VD,2.02203E+13,31960
VD,2.02203E+13,32201
VD,2.02203E+13,32382
VD,2.02203E+13,32600
VD,2.02203E+13,32833
VD,2.02203E+13,33032
VD,2.02203E+13,33382
VD,2.02203E+13,33741
VD,2.02203E+13,33903
VD,2.02203E+13,34054
VD,2.02203E+13,34227
VD,2.02203E+13,34518
VD,2.02203E+13,34969
VD,2.02203E+13,35269
VD,2.02203E+13,35523
VD,2.02203E+13,35850
VD,2.02203E+13,36059
VD,2.02203E+13,36301
VD,2.02203E+13,36318
VD,2.02203E+13,36369
VD,2.02203E+13,36506
VD,2.02203E+13,36766
VD,2.02203E+13,36931
VD,2.02203E+13,37159
VD,2.02203E+13,37360
VD,2.02203E+13,37480
VD,2.02203E+13,37648
VD,2.02203E+13,37646
VD,2.02203E+13,37777
VD,2.02203E+13,37780
VD,2.02203E+13,37669
VD,2.02203E+13,37613
VD,2.02203E+13,37564
VD,2.02203E+13,37486
VD,2.02203E+13,37303
VD,2.02203E+13,37035
VD,2.02203E+13,36950
VD,2.02203E+13,36940
VD,2.02203E+13,36623
VD,2.02203E+13,36261
VD,2.02203E+13,36076
VD,2.02203E+13,35915
VD,2.02203E+13,35804
VD,2.02203E+13,35760
VD,2.02203E+13,35775
VD,2.02203E+13,35588
VD,2.02203E+13,35327
VD,2.02203E+13,35121
VD,2.02203E+13,34994
VD,2.02203E+13,34920
VD,2.02203E+13,34762
VD,2.02203E+13,34617
VD,2.02203E+13,34528
VD,2.02203E+13,34406
VD,2.02203E+13,34167
VD,2.02203E+13,33947
VD,2.02203E+13,33786
VD,2.02203E+13,33667
VD,2.02203E+13,33541
VD,2.02203E+13,33194
VD,2.02203E+13,32831
VD,2.02203E+13,32584
VD,2.02203E+13,32451
VD,2.02203E+13,32344
VD,2.02203E+13,32032
VD,2.02203E+13,31767
VD,2.02203E+13,31659
VD,2.02203E+13,31508
VD,2.02203E+13,31152
VD,2.02203E+13,31068
VD,2.02203E+13,30925
VD,2.02203E+13,30712
VD,2.02203E+13,30319
VD,2.02203E+13,30288
VD,2.02203E+13,29898
VD,2.02203E+13,29551
VD,2.02203E+13,29286
VD,2.02203E+13,29192
VD,2.02203E+13,29154
VD,2.02203E+13,28963
VD,2.02203E+13,28759
VD,2.02203E+13,28624
VD,2.02203E+13,28429
VD,2.02203E+13,28237
VD,2.02203E+13,28190
VD,2.02203E+13,27924
VD,2.02203E+13,27520
VD,2.02203E+13,27248
VD,2.02203E+13,27014
VD,2.02203E+13,26709
VD,2.02203E+13,26534
VD,2.02203E+13,26415
VD,2.02203E+13,26214
VD,2.02203E+13,25973
VD,2.02203E+13,25774
VD,2.02203E+13,25622
VD,2.02203E+13,25947
VD,2.02203E+13,25980
VD,2.02203E+13,26026
VD,2.02203E+13,25937
VD,2.02203E+13,25854
VD,2.02203E+13,25808
VD,2.02203E+13,26135
VD,2.02203E+13,26280
VD,2.02203E+13,26296
VD,2.02203E+13,26252
VD,2.02203E+13,26181
VD,2.02203E+13,26208
VD,2.02203E+13,26453
VD,2.02203E+13,26562
VD,2.02203E+13,26551
VD,2.02203E+13,26427
VD,2.02203E+13,26416
VD,2.02203E+13,26273
VD,2.02203E+13,26224
VD,2.02203E+13,26169
VD,2.02203E+13,26033
VD,2.02203E+13,25880
VD,2.02203E+13,25737
VD,2.02203E+13,25639
VD,2.02203E+13,25615
VD,2.02203E+13,25569
VD,2.02203E+13,25524
VD,2.02203E+13,25442
VD,2.02203E+13,25459
VD,2.02203E+13,25425
VD,2.02203E+13,25395
VD,2.02203E+13,25328
VD,2.02203E+13,25207
VD,2.02203E+13,25199
VD,2.02203E+13,25189
VD,2.02203E+13,25139
VD,2.02203E+13,25134
VD,2.02203E+13,25049
VD,2.02203E+13,24993
VD,2.02203E+13,24873
VD,2.02203E+13,24840
VD,2.02203E+13,24900
VD,2.02203E+13,24792
VD,2.02203E+13,24707
VD,2.02203E+13,24626
VD,2.02203E+13,24655
VD,2.02203E+13,24576
VD,2.02203E+13,24549
VD,2.02203E+13,24511
VD,2.02203E+13,24492
VD,2.02203E+13,24490
VD,2.02203E+13,24334
VD,2.02203E+13,24224
VD,2.02203E+13,24202
VD,2.02203E+13,24264
VD,2.02203E+13,24346
VD,2.02203E+13,24341
VD,2.02203E+13,24089
VD,2.02203E+13,24086
VD,2.02203E+13,24097
VD,2.02203E+13,24233
VD,2.02203E+13,24277
VD,2.02203E+13,24278
VD,2.02203E+13,24222
VD,2.02203E+13,24276
VD,2.02203E+13,24363
VD,2.02203E+13,24412
VD,2.02203E+13,24500
VD,2.02203E+13,24543
VD,2.02203E+13,24595
VD,2.02203E+13,24675
VD,2.02203E+13,24731
VD,2.02203E+13,24939
VD,2.02203E+13,24988
VD,2.02203E+13,25072
VD,2.02203E+13,25104
VD,2.02203E+13,25018
VD,2.02203E+13,25034
VD,2.02203E+13,25131
VD,2.02203E+13,25160
VD,2.02203E+13,25253
VD,2.02203E+13,25395
VD,2.02203E+13,25551
VD,2.02203E+13,25671
VD,2.02203E+13,25928
VD,2.02203E+13,26089
VD,2.02203E+13,26257
VD,2.02203E+13,26464
VD,2.02203E+13,26623
VD,2.02203E+13,26730
VD,2.02203E+13,26825
VD,2.02203E+13,26903
VD,2.02203E+13,27006
VD,2.02203E+13,27154
VD,2.02203E+13,27377
VD,2.02203E+13,27643
VD,2.02203E+13,27814
VD,2.02203E+13,27921
VD,2.02203E+13,28065
VD,2.02203E+13,28128
VD,2.02203E+13,28315
VD,2.02203E+13,28484
VD,2.02203E+13,28580
VD,2.02203E+13,28741
VD,2.02203E+13,28845
VD,2.02203E+13,28920
VD,2.02203E+13,29049
VD,2.02203E+13,29186
VD,2.02203E+13,29437
VD,2.02203E+13,29562
VD,2.02203E+13,29634
VD,2.02203E+13,29816
VD,2.02203E+13,29956
VD,2.02203E+13,30048
VD,2.02203E+13,30355
VD,2.02203E+13,30239
VD,2.02203E+13,30268
VD,2.02203E+13,30390
VD,2.02203E+13,30469
VD,2.02203E+13,30573
VD,2.02203E+13,30609
VD,2.02203E+13,30696
VD,2.02203E+13,30732
VD,2.02203E+13,30724
VD,2.02203E+13,30761
VD,2.02203E+13,30829
VD,2.02203E+13,31018
VD,2.02203E+13,31159
VD,2.02203E+13,31127
VD,2.02203E+13,31117
VD,2.02203E+13,31212
VD,2.02203E+13,31151
VD,2.02203E+13,31149
VD,2.02203E+13,31116
VD,2.02203E+13,31008
VD,2.02203E+13,30985
VD,2.02203E+13,30968
VD,2.02203E+13,31031
VD,2.02203E+13,31105
VD,2.02203E+13,31120
VD,2.02203E+13,31150
VD,2.02203E+13,31099
VD,2.02203E+13,31025
VD,2.02203E+13,31128
VD,2.02203E+13,31296
VD,2.02203E+13,31438
VD,2.02203E+13,31599
VD,2.02203E+13,31715
VD,2.02203E+13,31691
VD,2.02203E+13,31686
VD,2.02203E+13,31634
VD,2.02203E+13,31593
VD,2.02203E+13,31568
VD,2.02203E+13,31568
VD,2.02203E+13,31205
VD,2.02203E+13,31172
VD,2.02203E+13,31414
VD,2.02203E+13,31291
VD,2.02203E+13,30900
VD,2.02203E+13,30816
VD,2.02203E+13,30697
VD,2.02203E+13,30677
VD,2.02203E+13,30681
VD,2.02203E+13,30620
VD,2.02203E+13,30555
VD,2.02203E+13,30500
VD,2.02203E+13,30453
VD,2.02203E+13,30467
VD,2.02203E+13,30514
VD,2.02203E+13,30494
VD,2.02203E+13,30372
VD,2.02203E+13,30246
VD,2.02203E+13,30182
VD,2.02203E+13,30198
VD,2.02203E+13,30207
VD,2.02203E+13,30110
VD,2.02203E+13,30090
VD,2.02203E+13,30198
VD,2.02203E+13,30669
VD,2.02203E+13,30804
VD,2.02203E+13,30856
VD,2.02203E+13,30932
VD,2.02203E+13,31159
VD,2.02203E+13,31284
VD,2.02203E+13,31379
VD,2.02203E+13,31410
VD,2.02203E+13,31603
VD,2.02203E+13,31832
VD,2.02203E+13,32100
VD,2.02203E+13,32197
VD,2.02203E+13,32297
VD,2.02203E+13,32524
VD,2.02203E+13,32766
VD,2.02203E+13,32999
VD,2.02203E+13,33299
VD,2.02203E+13,33799
VD,2.02203E+13,34246
VD,2.02203E+13,34515
VD,2.02203E+13,34733
VD,2.02203E+13,35018
VD,2.02203E+13,35295
VD,2.02203E+13,35559
VD,2.02203E+13,35904
VD,2.02203E+13,36250
VD,2.02203E+13,36545
VD,2.02203E+13,36744
VD,2.02203E+13,37046
VD,2.02203E+13,37326
VD,2.02203E+13,37664
VD,2.02203E+13,37953
VD,2.02203E+13,38036
VD,2.02203E+13,38070
VD,2.02203E+13,38116
VD,2.02203E+13,38252
VD,2.02203E+13,38417
VD,2.02203E+13,38500
VD,2.02203E+13,38788
VD,2.02203E+13,38954
VD,2.02203E+13,39054
VD,2.02203E+13,39227
VD,2.02203E+13,39336
VD,2.02203E+13,39364
VD,2.02203E+13,39447
VD,2.02203E+13,39449
VD,2.02203E+13,39385
VD,2.02203E+13,39388
VD,2.02203E+13,39310
VD,2.02203E+13,39087
VD,2.02203E+13,38979
VD,2.02203E+13,38866
VD,2.02203E+13,38659
VD,2.02203E+13,38442
VD,2.02203E+13,38185
VD,2.02203E+13,37955
VD,2.02203E+13,37651
VD,2.02203E+13,37421
VD,2.02203E+13,37372
VD,2.02203E+13,37328
VD,2.02203E+13,37145
VD,2.02203E+13,36871
VD,2.02203E+13,36913
VD,2.02203E+13,36915
VD,2.02203E+13,36804
VD,2.02203E+13,36582
VD,2.02203E+13,36382
VD,2.02203E+13,36081
VD,2.02203E+13,35694
VD,2.02203E+13,35343
VD,2.02203E+13,35051
VD,2.02203E+13,34872
VD,2.02203E+13,34689
VD,2.02203E+13,34464
VD,2.02203E+13,34283
VD,2.02203E+13,33949
VD,2.02203E+13,33679
VD,2.02203E+13,33402
VD,2.02203E+13,33150
VD,2.02203E+13,32920
VD,2.02203E+13,32683
VD,2.02203E+13,32511
VD,2.02203E+13,32350
VD,2.02203E+13,32042
VD,2.02203E+13,31765
VD,2.02203E+13,31612
VD,2.02203E+13,31124
VD,2.02203E+13,30841
VD,2.02203E+13,30587
VD,2.02203E+13,30077
VD,2.02203E+13,29871
VD,2.02203E+13,29572
VD,2.02203E+13,29480
VD,2.02203E+13,29333
VD,2.02203E+13,29008
VD,2.02203E+13,28861
VD,2.02203E+13,28704
VD,2.02203E+13,28601
VD,2.02203E+13,28069
VD,2.02203E+13,27857
VD,2.02203E+13,27723
VD,2.02203E+13,27534
VD,2.02203E+13,27220
VD,2.02203E+13,26939
VD,2.02203E+13,26832
VD,2.02203E+13,26731
VD,2.02203E+13,26593
VD,2.02203E+13,26420
VD,2.02203E+13,26283
VD,2.02203E+13,26293
VD,2.02203E+13,26666
VD,2.02203E+13,26837
VD,2.02203E+13,26788
VD,2.02203E+13,26735
VD,2.02203E+13,26650
VD,2.02203E+13,26646
VD,2.02203E+13,27032
VD,2.02203E+13,27209
VD,2.02203E+13,27231
VD,2.02203E+13,27227
VD,2.02203E+13,27220
VD,2.02203E+13,27274
VD,2.02203E+13,27029
VD,2.02203E+13,26976
VD,2.02203E+13,27031
VD,2.02203E+13,26998
VD,2.02203E+13,26908
VD,2.02203E+13,26824
VD,2.02203E+13,26710
VD,2.02203E+13,26641
VD,2.02203E+13,26560
VD,2.02203E+13,26398
VD,2.02203E+13,26364
VD,2.02203E+13,26300
VD,2.02203E+13,26340
VD,2.02203E+13,26312
VD,2.02203E+13,26269
VD,2.02203E+13,26151
VD,2.02203E+13,26030
VD,2.02203E+13,25974
VD,2.02203E+13,26027
VD,2.02203E+13,26012
VD,2.02203E+13,26002
VD,2.02203E+13,25995
VD,2.02203E+13,26015
VD,2.02203E+13,26055
VD,2.02203E+13,25889
VD,2.02203E+13,25879
VD,2.02203E+13,25774
VD,2.02203E+13,25645
VD,2.02203E+13,25582
VD,2.02203E+13,25517
VD,2.02203E+13,25558
VD,2.02203E+13,25560
VD,2.02203E+13,25526
VD,2.02203E+13,25445
VD,2.02203E+13,25361
VD,2.02203E+13,25377
VD,2.02203E+13,25324
VD,2.02203E+13,25422
VD,2.02203E+13,25447
VD,2.02203E+13,25488
VD,2.02203E+13,25435
VD,2.02203E+13,25369
VD,2.02203E+13,25435
VD,2.02203E+13,25446
VD,2.02203E+13,25486
VD,2.02203E+13,25481
VD,2.02203E+13,25481
VD,2.02203E+13,25555
VD,2.02203E+13,25725
VD,2.02203E+13,25756
VD,2.02203E+13,25913
VD,2.02203E+13,26099
VD,2.02203E+13,26260
VD,2.02203E+13,26392
VD,2.02203E+13,26553
VD,2.02203E+13,26996
VD,2.02203E+13,27123
VD,2.02203E+13,27490
VD,2.02203E+13,27828
VD,2.02203E+13,28295
VD,2.02203E+13,29091
VD,2.02203E+13,29561
VD,2.02203E+13,30153
VD,2.02203E+13,30653
VD,2.02203E+13,31119
VD,2.02203E+13,31311
VD,2.02203E+13,31677
VD,2.02203E+13,32024
VD,2.02203E+13,32616
VD,2.02203E+13,32939
VD,2.02203E+13,33402
VD,2.02203E+13,33790
VD,2.02203E+13,34519
VD,2.02203E+13,34733
VD,2.02203E+13,35014
VD,2.02203E+13,35445
VD,2.02203E+13,35774
VD,2.02203E+13,35952
VD,2.02203E+13,36092
VD,2.02203E+13,36134
VD,2.02203E+13,36444
VD,2.02203E+13,36572
VD,2.02203E+13,36732
VD,2.02203E+13,36987
VD,2.02203E+13,37176
VD,2.02203E+13,37298
VD,2.02203E+13,37556
VD,2.02203E+13,37784
VD,2.02203E+13,37930
VD,2.02203E+13,37933
VD,2.02203E+13,37986
VD,2.02203E+13,37977
VD,2.02203E+13,38014
VD,2.02203E+13,38135
VD,2.02203E+13,38162
VD,2.02203E+13,38193
VD,2.02203E+13,38485
VD,2.02203E+13,38653
VD,2.02203E+13,38851
VD,2.02203E+13,38777
VD,2.02203E+13,38677
VD,2.02203E+13,38585
VD,2.02203E+13,38613
VD,2.02203E+13,38625
VD,2.02203E+13,38615
VD,2.02203E+13,38613
VD,2.02203E+13,38573
VD,2.02203E+13,38522
VD,2.02203E+13,38365
VD,2.02203E+13,38359
VD,2.02203E+13,38414
VD,2.02203E+13,38437
VD,2.02203E+13,38437
VD,2.02203E+13,38226
VD,2.02203E+13,38200
VD,2.02203E+13,38126
VD,2.02203E+13,38055
VD,2.02203E+13,37983
VD,2.02203E+13,37743
VD,2.02203E+13,37566
VD,2.02203E+13,37398
VD,2.02203E+13,37168
VD,2.02203E+13,36998
VD,2.02203E+13,37042
VD,2.02203E+13,37017
VD,2.02203E+13,37032
VD,2.02203E+13,37006
VD,2.02203E+13,36884
VD,2.02203E+13,36791
VD,2.02203E+13,36751
VD,2.02203E+13,36660
VD,2.02203E+13,36591
VD,2.02203E+13,36473
VD,2.02203E+13,36395
VD,2.02203E+13,36377
VD,2.02203E+13,36269
VD,2.02203E+13,36217
VD,2.02203E+13,36031
VD,2.02203E+13,35969
VD,2.02203E+13,35830
VD,2.02203E+13,35589
VD,2.02203E+13,35429
VD,2.02203E+13,35182
VD,2.02203E+13,34989
VD,2.02203E+13,34840
VD,2.02203E+13,34741
VD,2.02203E+13,34668
VD,2.02203E+13,34655
VD,2.02203E+13,34443
VD,2.02203E+13,34232
VD,2.02203E+13,34195
VD,2.02203E+13,34001
VD,2.02203E+13,33848
VD,2.02203E+13,33791
VD,2.02203E+13,33775
VD,2.02203E+13,33692
VD,2.02203E+13,33676
VD,2.02203E+13,33626
VD,2.02203E+13,33577
VD,2.02203E+13,33572
VD,2.02203E+13,33507
VD,2.02203E+13,33441
VD,2.02203E+13,33559
VD,2.02203E+13,33508
VD,2.02203E+13,33554
VD,2.02203E+13,33671
VD,2.02203E+13,33744
VD,2.02203E+13,33647
VD,2.02203E+13,33697
VD,2.02203E+13,33728
VD,2.02203E+13,33599
VD,2.02203E+13,33431
VD,2.02203E+13,33341
VD,2.02203E+13,33287
VD,2.02203E+13,33442
VD,2.02203E+13,33703
VD,2.02203E+13,33953
VD,2.02203E+13,34199
VD,2.02203E+13,34421
VD,2.02203E+13,34568
VD,2.02203E+13,35033
VD,2.02203E+13,35268
VD,2.02203E+13,35442
VD,2.02203E+13,35826
VD,2.02203E+13,36287
VD,2.02203E+13,36429
VD,2.02203E+13,37006
VD,2.02203E+13,37237
VD,2.02203E+13,37335
VD,2.02203E+13,37692
VD,2.02203E+13,38047
VD,2.02203E+13,38352
VD,2.02203E+13,38738
VD,2.02203E+13,39085
VD,2.02203E+13,39271
VD,2.02203E+13,39700
VD,2.02203E+13,39896
VD,2.02203E+13,40011
VD,2.02203E+13,40119
VD,2.02203E+13,40361
VD,2.02203E+13,40383
VD,2.02203E+13,40464
VD,2.02203E+13,40682
VD,2.02203E+13,41043
VD,2.02203E+13,41069
VD,2.02203E+13,41229
VD,2.02203E+13,41384
VD,2.02203E+13,41581
VD,2.02203E+13,41825
VD,2.02203E+13,41971
VD,2.02203E+13,42028
VD,2.02203E+13,42006
VD,2.02203E+13,42021
VD,2.02203E+13,42058
VD,2.02203E+13,41906
VD,2.02203E+13,41705
VD,2.02203E+13,41736
VD,2.02203E+13,41457
VD,2.02203E+13,41136
VD,2.02203E+13,40904
VD,2.02203E+13,40867
VD,2.02203E+13,40698
VD,2.02203E+13,40517
VD,2.02203E+13,40193
VD,2.02203E+13,39997
VD,2.02203E+13,39756
VD,2.02203E+13,39223
VD,2.02203E+13,38904
VD,2.02203E+13,38783
VD,2.02203E+13,38897
VD,2.02203E+13,38516
VD,2.02203E+13,38242
VD,2.02203E+13,37787
VD,2.02203E+13,37533
VD,2.02203E+13,37434
VD,2.02203E+13,36924
VD,2.02203E+13,36591
VD,2.02203E+13,36365
VD,2.02203E+13,36237
VD,2.02203E+13,35765
VD,2.02203E+13,35713
VD,2.02203E+13,35483
VD,2.02203E+13,35104
VD,2.02203E+13,34763
VD,2.02203E+13,34380
VD,2.02203E+13,34012
VD,2.02203E+13,33822
VD,2.02203E+13,33471
VD,2.02203E+13,33087
VD,2.02203E+13,32647
VD,2.02203E+13,32408
VD,2.02203E+13,32539
VD,2.02203E+13,32704
VD,2.02203E+13,32731
VD,2.02203E+13,32338
VD,2.02203E+13,31970
VD,2.02203E+13,31629
VD,2.02203E+13,31358
VD,2.02203E+13,31067
